TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;11,01;;-19,85;1,08;0,51;21,41;2,55;-6,71;52,13;74,24;22,54;0,47;1,33;22,48;-0,65;1,11;-5,46;-2,55;0,20;0,47;0,52;0,38;5,83;;18.333.258,11;10,15;-0,55;0,03;1.307.135.616,80
ABCB4;15,00;6,19;9,33;0,77;0,07;13,55;8,97;8,56;8,91;8,90;;;0,80;1,08;-0,08;2,00;8,28;0,75;;0,09;0,91;0,09;1,17;-2,60;12.299.748,22;19,43;1,61;-0,45;3.404.917.177,08
ABEV3;17,33;2,83;21,13;3,33;2,04;52,95;27,05;20,69;16,16;15,47;-0,85;-0,17;4,37;52,67;-2,83;1,16;15,74;9,68;17,16;0,61;0,37;0,47;4,56;-1,85;551.672.252,19;5,21;0,82;0,80;274.373.564.048,85
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;94.201,44;-1,21;-0,38;-0,58;25.439.770,20
AERI3;10,22;;65,45;7,91;2,82;10,82;8,71;4,61;34,64;37,51;2,87;0,66;3,02;6,63;-8,88;2,65;12,09;4,31;8,87;0,36;0,64;0,93;;;44.668.138,70;1,29;0,16;2,51;7.891.998.596,80
AESB3;13,65;1,25;;2,91;0,57;;;;;;;2,42;;9,89;-0,73;1,34;0,00;0,00;;0,19;0,81;0,00;;;11.379.195,81;4,69;0,00;;5.463.768.258,80
AFLT3;10,26;11,33;34,28;3,34;3,06;67,61;54,72;52,63;32,97;31,22;-1,76;-0,18;18,04;11,76;-4,26;13,16;9,76;8,93;9,29;0,92;0,08;0,17;5,56;8,17;27.303,04;3,07;0,30;-1,45;649.772.410,00
AGRO3;29,74;2,39;25,47;1,76;1,06;46,45;39,31;7,58;4,91;5,39;0,46;0,16;1,93;6,62;-1,85;1,61;6,90;4,18;22,82;0,61;0,39;0,55;13,49;-7,94;24.281.983,00;16,91;1,17;-0,78;3.079.500.400,64
AHEB3;26,01;;-4,72;-8,87;0,79;19,18;-17,42;-25,58;-6,94;-6,55;0,50;;1,21;-3,94;-1,01;0,52;-187,86;-16,72;127,90;-0,09;1,09;0,65;1,88;;16.838,40;-2,93;-5,51;-0,06;225.693.756,27
AHEB5;21,51;;-3,91;-7,34;0,65;19,18;-17,42;-25,58;-5,74;-6,55;0,50;;1,00;-3,25;-0,84;0,52;-187,86;-16,72;127,90;-0,09;1,09;0,65;1,88;;2.151,00;-2,93;-5,51;-0,05;225.693.756,27
AHEB6;51,50;;-9,35;-17,57;1,56;19,18;-17,42;-25,58;-13,73;-6,55;0,50;;2,39;-7,79;-2,00;0,52;-187,86;-16,72;127,90;-0,09;1,09;0,65;1,88;;6.742,00;-2,93;-5,51;-0,11;225.693.756,27
ALLD3;33,23;;54,82;2,65;0,81;14,88;4,78;2,83;32,48;34,23;1,60;0,13;1,55;4,12;-3,08;1,37;4,84;1,48;5,79;0,31;0,69;0,52;;;18.849.286,67;12,52;0,61;;3.068.918.714,40
ALPA3;45,95;;110,10;8,79;5,58;53,23;13,11;6,98;58,57;61,40;-1,49;-0,22;7,68;18,30;-12,67;2,19;7,98;5,06;11,74;0,63;0,35;0,73;-3,59;-13,58;166.103,33;5,23;0,42;-135,14;28.969.470.040,63
ALPA4;52,98;;126,94;10,13;6,43;53,23;13,11;6,98;67,53;61,40;-1,49;-0,22;8,85;21,10;-14,61;2,19;7,98;5,06;11,74;0,63;0,35;0,73;-3,59;-13,58;76.048.481,89;5,23;0,42;-155,81;28.969.470.040,63
ALPK3;7,70;;-7,10;2,43;0,55;24,13;-4,96;-36,79;-52,59;-104,07;-51,20;2,37;2,61;-2,99;-0,60;0,32;-34,25;-7,70;-1,38;0,22;0,77;0,21;;;280.758,37;3,17;-1,09;-0,02;1.493.975.227,26
ALSO3;27,75;0,82;68,90;1,12;0,68;65,03;30,24;13,99;31,87;34,34;2,51;0,09;9,64;5,30;-0,81;4,32;1,62;0,99;2,07;0,61;0,30;0,07;19,22;-0,15;48.297.646,07;24,80;0,40;6,50;7.388.483.228,40
ALUP11;26,10;3,22;7,04;1,26;0,33;60,24;58,47;16,65;2,00;3,91;1,90;1,19;1,17;4,59;-0,39;1,71;17,83;4,62;15,55;0,26;0,59;0,28;32,68;29,19;20.067.007,67;20,79;3,71;0,11;7.689.293.232,85
ALUP3;8,61;3,25;6,97;1,24;0,32;60,24;58,47;16,65;1,98;3,91;1,90;1,19;1,16;4,55;-0,39;1,71;17,83;4,62;15,55;0,26;0,59;0,28;32,68;29,19;199.929,37;6,93;1,24;0,11;7.689.293.232,85
ALUP4;8,76;3,20;7,09;1,26;0,33;60,24;58,47;16,65;2,02;3,91;1,90;1,19;1,18;4,63;-0,39;1,71;17,83;4,62;15,55;0,26;0,59;0,28;32,68;29,19;249.578,00;6,93;1,24;0,11;7.689.293.232,85
AMAR3;8,37;;;2,32;0,67;39,38;-12,13;0,00;-9,12;-14,09;-4,99;1,27;1,11;8,65;-1,35;1,18;0,00;0,00;-10,34;0,29;0,71;0,60;-7,53;;100.664.921,48;3,61;0,00;;2.205.850.609,77
AMBP3;43,84;0,22;74,10;3,99;2,54;21,92;18,24;8,14;33,05;31,76;-1,29;-0,16;6,03;9,66;-4,46;2,58;5,39;3,43;7,16;0,64;0,34;0,42;;;29.596.009,85;10,98;0,59;0,74;4.938.673.263,24
ANIM3;12,94;;175,34;2,04;1,05;52,20;12,99;1,99;26,85;28,18;1,21;0,09;3,49;3,83;-1,67;3,76;1,16;0,60;4,73;0,51;0,48;0,30;11,24;;36.000.756,19;6,34;0,07;-1,21;5.234.139.712,80
APER3;46,92;;4.080,67;1,87;1,20;100,00;-2,85;0,12;-172,37;-173,21;;;4,91;4,95;-1,86;3,28;0,05;0,03;;0,65;0,35;0,25;-11,42;;6.631.075,78;25,14;0,01;-38,51;543.010.338,20
APTI3;197,64;;0,07;0,01;0,01;50,30;486,77;396,44;0,06;0,75;0,04;0,01;0,28;0,05;-0,01;2,15;20,23;10,85;19,69;0,54;0,46;0,03;-22,74;84,17;;13.700,51;2.771,98;0,00;44.442.750,00
APTI4;3.500,00;;1,26;0,26;0,14;50,30;486,77;396,44;1,03;0,75;0,04;0,01;5,01;0,88;-0,19;2,15;20,23;10,85;19,69;0,54;0,46;0,03;-22,74;84,17;;13.700,51;2.771,98;0,00;44.442.750,00
ARZZ3;95,48;0,90;181,29;6,94;3.354,74;48,54;5,20;3,06;106,66;107,62;1,04;0,07;5,55;17,63;-7,25;1,55;3,83;1.850,45;3,96;483,64;516,36;604,97;7,26;-16,50;52.826.451,74;13,76;0,53;-2,66;9.524.763.178,40
ASAI3;85,60;0,37;19,46;14,48;1,31;17,64;5,34;3,03;11,06;13,39;2,31;3,02;0,59;-141,21;-2,19;0,98;74,40;6,72;18,34;0,09;0,91;2,21;;;130.514.914,04;5,91;4,40;;23.170.740.142,41
ATMP3;7,17;;-1,18;1,44;0,11;5,49;-10,47;-16,68;-1,88;-4,55;-2,67;2,05;0,20;-0,48;-0,14;0,48;-122,21;-9,16;-29,94;0,07;0,93;0,55;-16,98;;1.090.859,15;4,98;-6,08;0,02;192.675.465,66
ATOM3;7,05;4,26;11,40;9,51;4,61;100,00;35,35;35,50;11,45;10,30;-1,11;-0,93;4,05;6,20;-254,03;4,12;83,41;40,42;78,92;0,48;0,52;1,14;;;798.777,30;0,74;0,62;0,07;147.755.887,58
AURA33;67,23;6,83;8,81;3,11;1,47;45,23;31,96;27,16;7,48;6,92;-0,55;-0,23;2,39;13,00;-2,58;1,36;35,29;16,69;27,80;0,47;0,53;0,61;;;24.602.010,96;21,63;7,63;0,00;4.787.142.268,20
AVLL3;26,62;;-1,82;1,84;0,27;-12,48;-102,43;-126,07;-2,24;-4,80;-2,56;2,11;2,29;2,86;-0,44;1,31;-101,29;-14,69;-20,92;0,14;0,85;0,12;;;320.805,67;14,46;-14,65;0,10;602.760.700,66
AZEV3;6,66;;0,91;-2,03;2,87;-490,30;8.092,30;7.652,35;0,86;0,81;0,00;;69,51;160,62;-7,01;1,03;-223,59;315,76;-236,26;-1,41;2,41;0,04;-38,42;;2.011.265,59;-3,28;7,33;0,00;126.126.000,00
AZEV4;6,14;;0,84;-1,87;2,64;-490,30;8.092,30;7.652,35;0,79;0,81;0,00;;64,09;148,08;-6,47;1,03;-223,59;315,76;-236,26;-1,41;2,41;0,04;-38,42;;9.551.545,81;-3,28;7,33;0,00;126.126.000,00
AZUL4;41,32;;-6,98;-3,09;3,43;-3,66;-37,84;-156,71;-28,92;-31,86;-3,04;;10,94;-9,17;-4,91;0,45;-44,18;-49,17;19,84;-1,11;2,11;0,31;-1,70;;235.995.803,59;-13,39;-5,92;0,50;52.305.973.290,63
B3SA3;16,12;6,39;22,53;4,06;2,14;90,38;61,43;44,64;16,37;14,98;-1,42;-0,35;10,06;13,38;-3,37;1,78;18,00;9,49;13,99;0,53;0,47;0,21;33,29;13,50;859.331.038,52;3,97;0,72;0,57;98.996.160.000,00
BAHI3;84,70;;-5,15;1,15;0,34;40,93;-4,94;-18,01;-18,79;-13,58;5,20;-0,32;0,93;-6,12;-0,44;0,80;-22,36;-6,62;-9,16;0,30;0,70;0,37;;;143.803,70;73,48;-16,43;-0,04;204.895.229,00
BALM3;20,00;3,00;8,95;1,62;0,90;51,82;11,93;13,25;9,94;8,94;-0,83;-0,14;1,19;2,32;-2,69;2,40;18,11;10,04;10,39;0,55;0,41;0,76;7,78;1,84;21.811,12;12,34;2,23;0,04;193.550.000,00
BALM4;19,30;3,47;8,64;1,56;0,87;51,82;11,93;13,25;9,60;8,94;-0,83;-0,14;1,14;2,23;-2,60;2,40;18,11;10,04;10,39;0,55;0,41;0,76;7,78;1,84;132.751,31;12,34;2,23;0,04;193.550.000,00
BAUH4;87,89;;21,35;4,88;3,19;21,72;11,40;11,43;21,41;20,49;-0,91;-0,21;2,44;67,39;-5,08;1,15;22,84;14,95;16,51;0,65;0,35;1,31;10,90;33,53;40.888,27;18,02;4,12;0,46;458.981.091,58
BAZA3;39,50;6,58;3,47;0,47;0,05;43,93;58,90;38,31;2,25;2,25;;;1,33;1,72;-0,06;;13,57;1,56;;0,11;0,89;0,04;-8,12;1,30;59.134,77;84,00;11,40;0,53;1.171.015.696,50
BBAS3;31,50;6,42;6,70;0,71;0,05;28,46;11,98;12,78;7,14;7,13;;;0,86;1,55;-0,05;13,92;10,57;0,71;;0,07;0,93;0,06;-11,56;-3,39;450.288.478,67;44,53;4,70;-0,26;90.575.832.002,20
BBDC3;20,59;5,32;10,36;1,39;0,14;36,57;20,60;22,22;11,18;12,20;;;2,30;1,90;-0,16;6,19;13,39;1,39;;0,10;0,90;0,06;-3,00;-2,54;200.366.703,00;14,84;1,99;3,33;220.095.202.354,00
BBDC4;24,45;4,92;12,30;1,65;0,17;36,57;20,60;22,22;13,27;12,20;;;2,73;2,25;-0,19;6,19;13,39;1,39;;0,10;0,90;0,06;-3,00;-2,54;934.283.402,41;14,84;1,99;3,96;220.095.202.354,00
BBML3;3.936,42;0,01;14.941,03;1.266,22;175,86;12,27;3,44;1,00;4.341,93;4.349,43;7,50;2,19;149,41;2.692,28;-320,05;1,17;8,47;1,18;6,61;0,14;0,86;1,18;45,38;25,57;;3,11;0,26;581,24;160.451.699.191,56
BBRK3;2,43;;-1,46;3,54;0,99;60,12;-118,42;-127,65;-1,57;-1,30;0,28;-0,62;1,86;-10,92;-1,38;0,75;-242,34;-68,06;-223,44;0,28;0,72;0,53;-9,38;;19.419.240,15;0,69;-1,67;0,11;193.188.287,04
BBSE3;22,63;5,97;11,47;6,32;4,38;;;;9,21;9,21;;;;25,50;-6,40;2,20;55,06;38,17;;0,69;0,31;0,00;;-1,76;138.751.647,30;3,58;1,97;-0,29;45.340.000.000,00
BDLL3;11,20;;-0,30;-0,11;0,03;-119,02;-353,49;-350,00;-0,30;-4,44;-4,11;;1,07;-0,07;-0,04;0,52;-35,27;-8,81;-89,53;-0,25;1,25;0,03;-46,07;;77.852,74;-104,27;-36,78;0,00;19.574.965,60
BDLL4;12,50;;-0,34;-0,12;0,03;-119,02;-353,49;-350,00;-0,34;-4,44;-4,11;;1,19;-0,08;-0,05;0,52;-35,27;-8,81;-89,53;-0,25;1,25;0,03;-46,07;;174.611,37;-104,27;-36,78;0,00;19.574.965,60
BEEF3;9,40;10,96;7,54;5,10;0,28;19,14;8,97;3,26;2,74;5,59;2,85;5,31;0,25;0,88;-0,88;1,90;67,61;3,77;14,26;0,06;0,94;1,16;15,30;;62.248.225,63;1,84;1,25;0,07;5.183.050.694,60
BEES3;5,10;4,67;7,67;0,91;0,05;51,44;22,72;14,43;4,87;5,07;;;1,11;0,35;-0,06;;11,91;0,65;;0,05;0,95;0,05;-7,16;7,23;303.694,48;5,58;0,67;-0,74;1.684.916.507,80
BEES4;5,90;4,04;8,87;1,06;0,06;51,44;22,72;14,43;5,63;5,07;;;1,28;0,41;-0,07;;11,91;0,65;;0,05;0,95;0,05;-7,16;7,23;70.732,74;5,58;0,67;-0,86;1.684.916.507,80
BFRE11;0,00;;0,00;0,00;0,00;;;;0,00;;-14,51;-0,29;;0,00;0,00;19,68;4,71;4,56;-0,39;0,97;0,03;0,00;;-3,40;;259.543,93;12.220,36;0,00;
